ID, Muhanda/Rubaya ,Gitega, Butamwa , Kabuye SW ,KIGALIAERO, Busasamana-Nyanza , Rurangazi , Kigoma , Simbi , Buruhukiro , Cyanika ku ishuri ,GIKONGOROMET, Kigeme ku ishuri , Gatare , Kaduha Sector , Mushubi Paroisse , Gitwe ,Byimana, Mwendo , Kivumu , Kibangu , Nyabinoni , Nyamabuye , Rugendabari , Kayenzi ,Twumba , Rwankeri , Rugera , Gatumba ,Muramba , Kabaya ,Nyange , Sovu ,Cyinzuzi,Rutongo,Mugambazi,Rutongo,Rusiga,Cyabingo,Janja,Minazi,Muyongwe,Nembaparoisse,Ruli,Rushashi,Remera,BusogoISAE,RhengeriAero,Kinigi,NyangeKabeza,Shingiro,Butaro,Kagogo,Ntaruka,Kinoni,Ruhunde,Rwesero,ByumbaMet, Rwamagana , Musha , Gasange , Gahini  , Mukarange ,KAWANGIRE
LON,29.63,30.06,30.03,30.07,30.11,29.76,29.65,29.63,29.7,29.38,29.6,29.55,29.53,29.69,29.53,29.45,29.7,29.71,29.68,29.8,29.68,29.68,29.78,29.66,29.85,29.36,29.51,29.61,29.63,29.6,29.5,29.58,29.52,30,30.05,30.05,29.95,29.95,29.68,29.67,29.78,29.87,29.78,29.81,29.86,29.75,29.55,29.61,29.56,29.51,29.5,29.83,29.76,29.75,29.71,29.93,30.16,30.05,30.43,30.35,30.29,30.5,30.5,30.43
LAT,-1.95,-1.96,-2.01,-1.89,-1.95,-2.35,-2.35,-2.46,-2.52,-2.38,-2.43,-2.48,-2.48,-2.16,-2.33,-2.36,-2.21,-2.16,-2.16,-2.05,-1.83,-1.76,-2.08,-1.95,-1.9,-2.24,-1.58,-1.61,-1.95,-1.75,-1.76,-2.05,-1.91,-1.76,-1.81,-1.8,-1.62,-1.61,-1.56,-1.68,-1.73,-1.72,-1.6,-1.81,-1.73,-1.53,-1.56,-1.48,-1.45,-1.46,-1.5,-1.41,-1.55,-1.46,-1.43,-1.6,-1.8,-1.6,-1.93,-1.91,-1.8,-1.85,-1.9,-1.81
19810225,0,23,6,21,18.6,16,5,2,0,13,7,11.4,10.6,0,10.9,4,0,0,0,12,6.2,2,7.8,0,0,8,6,0,0,0,0,0,0,9,19,19,0,0,0,0,0,0,4,0,0,1,1,9.5,1.3,0,0,0,2,0,4,0,6,0,0,9,2,0,0,0
19810226,11,14,12.5,4,9.1,0,0,17,18,4,6.7,10.4,9.7,1,2.5,4,0,1.6,0,0,0,0,0,4,0,1,0,0,11,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6,1,0,0,0,0,0,0,5,0,7,4,5,5,12,1
19810227,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810228,0,0,0,5,0,23,5,0,15,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,16,25,25,0,0,0,0,0,0,0,5,0,0,0,4.4,2,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0
19810301,12,0,0,0,0,26,7,0,0,7,2,0,0.6,4,7.5,8,0,4,0,24,0,0,22.1,7,10,0,8,0,12,0,0,16,6,0,0,0,0,0,0,0,5,2,0,12,0,0,10,4.6,6,7,8,8,0,3,9,0,0,0,0,0,0,0,0,0
19810302,14,0,0,0,3.4,0,0,10,41,11,5.3,8,21.6,20,0,14,0,20.5,10,1,5.2,1,1.2,15,0,29,16,9,14,3,0,2,21,8,5,5,0,0,37,14,0,20,11,0,18,25,9,24.2,5.8,0,0,30,13,26,29,0,25,14,1,0,1,0,0,0
19810303,4,0,0,4,0,0,0,0,18,0,0,0,0.1,7,0,0,0,7.9,0,21,0,0,19.1,6,0,4,0,0,4,0,27,0,8,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0
19810304,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,2.5,0,0,3,11,0,0,19,0,0,10,0,0,0,40,40,0,23,9,0,31,0,0,0,11,7.8,7.4,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0
19810305,0,0,0,0,0,0,0,0,0,0,2.4,0,2.1,0,0,0,3.3,0.9,0,0,0,5,0,0,10,3,8,2,0,10,0,8,0,0,0,0,0,0,10,14,0,4,6,11,6,29,7,11.6,21.2,15,16,18,25,22,8,0,0,0,0,3,1,0,0,1
19810306,3,0,0.4,0,0,0,3,0,10,3,1.3,0,0,1,0,1,0,1.2,0,0,21.2,17,0,4,0,4,7,9,3,7,38,4,2,0,0,0,0,0,8,6,13,0,1,17,7,0,3,1.4,1.4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19810307,11,0,0,0,0,0,0,0,0,3,4.4,0,8.6,0,3.5,5,0,0.7,0,1,0,0,1.1,15,5,5,0,0,11,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19810308,9,0,2.7,0,1.8,0,2,26,0,0,27,20.4,0.2,0,0,0,0,0,0,0,0,0,0,9,0,14,0,1,9,0,0,0,2,0,0,0,0,0,2,1,0,12,4,0,5,0,0,0,4.2,3,0,0,0,0,0,10.8,0,6,8,2,0,12,14,6
19810309,36,0,2.3,1,2.4,20,11,0,0,1,0,10,48.6,25,0,23,6.8,25.7,26,8,0,0,8.2,34,1,5,27,2,36,3,0,1,28,0,1,1,5,5,0,8,26,8,28,6,10,3,24,14,18.3,16,17,0,15,2,9,0.3,9,8,0,0,5,1,0,1
19810310,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0.8,0,0,0,0,0,0,27,0,0,2,8,0,0,0,0,0,0,28,18,0,0,0,0,1,0,0,2.8,2.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19810311,0,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19810312,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3,5,4,0,2,2,2,2
19810313,15,0,0,3,1.9,0,1,0,0,0,5.3,0,6.6,0,0,1,0,0.5,0,4,2.5,2,5.4,18,8,0,13,5,15,8,3,0,11,1,4,4,10,10,6,7,23,13,6,29,16,6,14,6,6,4,4,2,5,5,6,6,12,4,25,4,2,11,25,6
19810314,18,0,4.1,0,0.8,0,0,0,14,2,0,0,2.3,0,4.4,3,0,0,0,0,9.7,21,0,20,13,1,8,0,18,24,0,2,23,0,0,0,0,0,0,18,0,15,6,0,12,6,6,24.5,4.4,0,0,15,13,14,15,15,4,4,8,0,5,17,14,15
19810315,14,21,4.4,29,10.4,0,0,0,0,2,0,0,0.3,10,0.2,2,0,10,5,6,0,0,7.5,12,2,1,6,15,14,0,0,9,18,29,34,34,0,0,24,10,2,20,3,4,15,6,0,1.7,2.6,2,0,2,0,4,3,12,27,0,19,10,10,19,20,8
19810316,0,27,14.8,7,25.4,36,29,20,25,2,23.6,22,10.9,21,19,3,0,21.8,12,27,20.8,39,29.3,0,14,5,15,0,0,39,29,10,4,0,0,0,50,50,0,26,21,32,21,32,27,20,19,11.9,18.2,15,15,13,32,14,13,34,21,48,31,28,22,15,22,8
19810317,34,21,18.9,27,10.9,0,1,4,6,2,1.3,0,1.7,4,2.2,2,17.6,4.9,13,0,6,0,0,20,5,2,0,0,34,5,23,43,14,26,34,34,0,0,0,0,1,8,2,0,0,1,0,2.6,0.3,0,0,0,5,0,0,3.1,10,0,7,2,0,8,11,7
19810318,0,1,9.1,0,0,0,2,0,3,0,0,0,0.5,0,0,2,0,0.7,0,0,16,16,0,0,0,13,0,9,0,3,0,0,0,0,0,0,0,0,15,18,1,0,6,0,1,29,2,8,14.6,14,8,11,20,24,8,0,0,0,0,30,30,3,1,9
19810319,0,0,0,0,0,0,0,7,0,7,10.5,9,12.2,0,5.4,6,0,0,0,0,0.1,1,0,0,7,4,3,3,0,2,1,0,1,7,0,0,48,48,4,5,14,2,8,11,4,3,0,1,1.7,0,0,9,5,5,2,0,0,19,0,0,0,1,0,1
19810320,0,0,0,1,0,1,2,11,0,13,16.2,10,4.4,0,5,2,0,0,5,0,2.5,1,0,0,2,13,0,0,0,0,2,0,11,2,0,0,0,0,0,1,0,4,2,0,3,1,0,0.2,0.2,2,0,0,2,0,0,0,3,0,0,0,2,4,1,3
19810321,8,0,0,0,0,2,0,0,0,7,0,0,0.1,2,0.4,1,0,2.4,0,0,0,0,0,7,0,5,0,0,8,0,6,0,11,0,0,0,0,0,0,2,12,0,21,0,7,0,0,0,0.2,0,0,0,6,0,0,2.3,0,0,10,3,5,10,13,13
19810322,0,0,0,0,0,0,0,6,5,30,3.7,22,28.1,8,0,12,0,8.6,6,0,0,0,0,0,3,8,9,0,0,0,0,10,6,0,0,0,5,5,0,1,2,0,11,0,0,1,9,0.4,4.3,5,6,1,8,2,2,0,0,0,0,3,3,1,0,2
19810323,0,24,6.8,27,24.9,2,0,25,0,26,19,53,53.6,2,10.4,26,17.9,2.9,9,8,0.4,29,6.7,0,32,16,33,9,0,49,4,5,4,10,15,15,7,7,8,49,50,24,12,40,43,2,24,2,11.5,9,10,1,5,3,3,0,3,16,2,2,0,5,4,2
19810324,7,3,0.3,13,1.7,0,1,13,11,15,5.7,7.5,5.4,4,1,0,2,4.1,4,0,0,0,0,0,1,5,1,13,7,2,19,0,5,4,9,9,0,0,10,2,2,3,3,4,8,1,1,9.1,11,10,8,1,5,0,1,0,5,0,6,6,5,12,16,9
19810325,3,0,0,2,0,0,0,0,2,31,0,0,0.1,0,5,7,0,0,0,0,0,1,0,3,1,28,0,0,3,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,0,0,17,2,1,32,23,26
19810326,0,8,7.5,11,2.8,41,15,8,0,1,0,18.5,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,9,0,0,0,0,1,2,4,4,26,26,11,9,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,8,13,22,12,21,17,19,28
19810327,5,0,5.1,4,0.4,0,2,23,0,0,39.6,5.3,40.6,12,1.2,13,3.7,12,11,8,6.5,3,9.1,5,1,0,0,5,5,0,0,0,2,1,7,7,0,0,1,3,4,6,3,0,4,0,0,0.1,0,3,4,0,0,0,2,16.2,15,3,16,32,22,12,15,11
19810328,0,9,7.7,9,6.5,27,6,0,0,5,5.9,0,1.2,0,12.7,7,0,0,0,1,0,0,0,0,2,0,11,0,0,2,0,0,0,8,5,5,0,0,0,3,11,16,6,5,16,0,7,3,16.8,12,8,0,0,0,1,0,1,0,4,7,3,5,5,6
19810329,0,15,16.9,23,6.5,11,24,0,0,5,2.1,7.3,6,9,19.5,15,10.9,9.7,4,19,4.6,13,18.5,0,6,0,0,1,0,19,15,6,12,22,28,28,20,20,1,11,6,15,0,2,16,3,0,0.3,0.3,0,0,5,4,5,1,11.8,18,27,12,6,5,11,14,9
19810330,7,11,9.8,9,14.9,0,8,19,0,31,27.6,2.3,0,0,3,0,0,0.6,0,3,9.2,3,2.7,9,0,28,0,0,7,0,3,3,13,0,0,0,6,6,0,0,2,3,6,0,4,0,0,1.5,2,3,0,0,0,0,5,3.6,27,20,15,11,24,11,14,13
19810331,5,27,21.9,29,26.9,25,13,6,2,0,2,12.4,1.6,11,0,0,8.4,11.6,18,10,4.5,2,9.8,6,12,2,14,0,5,0,0,3,12,17,19,19,18,18,14,11,16,12,9,19,16,10,9,17.7,19.6,13,6,14,12,6,7,0,3,6,0,23,11,1,1,2
19810401,0,6,2.9,3,1.2,48,22,11,19,2,0,5.5,0.4,1,1.8,1,18.1,1.1,5,3,0,3,3.8,0,4,1,0,0,0,7,0,1,0,2,1,1,3,3,0,1,1,2,1,0,2,2,0,4.1,0.9,1,1,1,4,0,1,0,0,0,0,6,0,0,0,0
19810402,0,0,0,0,0,0,7,24,0,0,32.2,8,1.2,0,4.4,0,8,0.7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,5,5,0,0,0,0,19,24,2,11,35,0,0,0,0.8,0,0,0,0,0,0,0,35,6,0,0,10,0,0,0
19810403,0,0,0,0,0,0,4,2,0,1,0,10,0,3,7.3,2,0,3.8,0,2,10.2,5,2.3,1,4,0,1,0,0,0,11,0,4,0,0,0,18,18,0,2,8,0,21,2,0,6,1,5.7,3,2,0,0,11,3,0,0,1,11,9,0,0,8,10,5
19810404,0,0,7.8,1,0,0,3,14,17,0,12,2,26.3,1,4.5,10,10.3,1.6,4,0,0,1,0,0,0,0,3,0,0,3,0,1,6,0,0,0,0,0,0,0,14,7,8,0,23,2,0,4,13.8,12,7,10,12,0,0,0,4,7,0,0,0,0,0,0
19810405,0,3,3.2,2,5.1,0,12,2,2,0,7.8,8.5,1,5,4.5,1,6.6,5.7,6,12,6.3,13,12.5,1,18,0,4,5,0,13,0,2,4,0,0,0,16,16,11,24,12,4,4,24,0,6,0,6.4,7.6,4,3,8,5,11,16,3.6,0,36,1,0,0,1,2,1
19810406,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0.4,1,0,0,0,0,8.2,3,0,9,0,3,5,2,8,0,2,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.2,1.4,3,5,0,0,0,0,0,0,0,0,7,5,0,0,0
19810407,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810408,13,4,0,0,1,0,0,21,0,1,30.7,29.2,16,0,7.3,0,0,0,0,0,0,0,0,13,0,0,4,0,13,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1.4,0,0,0,0,0,14,26,0,0,0,2,0,0,1,1,1
19810409,31,14,10.9,26,19.5,37,15,4,0,11,4,5.7,4.7,13,6.8,6,0,13.3,9,8,0,12,7,30,30,5,12,13,31,27,12,4,30,14,22,22,0,0,15,30,16,11,8,18,14,11,17,16.2,22.5,22,17,16,10,16,16,0,8,15,0,4,0,1,0,0
19810410,42,52,48.4,48,53.5,5,0,0,28,27,15.5,15.6,25.7,28,56.7,42,8.9,28.3,19,37,14,15,40.7,45,57,17,24,33,42,31,0,2,44,51,40,40,0,0,33,44,18,56,18,48,44,14,31,11.3,24,22,21,17,13,7,0,14.6,34,19,14,77,45,1,0,20
19810411,20,22,31.9,4,20.3,28,32,25,43,28,45.9,23,64.5,38,53.6,52,13.5,38.2,32,21,0.6,9,23.2,13,20,32,1,0,20,20,12,32,10,0,0,0,0,0,0,13,33,32,20,21,39,10,2,3.7,7.4,6,3,9,20,2,0,41,4,12,40,26,9,32,29,26
19810412,11,43,36,61,52.8,2,2,22,12,29,23.7,37.3,50.1,11,19,28,8.8,11.5,11,16,15,6,14.9,15,20,27,1,8,11,0,15,0,17,50,52,52,10,10,9,1,0,7,6,5,0,10,1,0.8,5.8,6,4,13,7,7,4,7.4,0,7,4,30,0,0,0,0
19810413,3,0,0,1,0.4,37,12,0,0,36,0,0,0.1,4,2,5,0,4.6,2,1,6.2,12,5.5,6,7,39,4,2,3,10,0,4,13,4,2,2,1,1,0,13,19,14,3,17,17,2,2,0.4,27.2,29,19,0,3,0,0,0,0,0,6,11,3,3,6,1
19810414,9,0,46.3,0,0,0,0,4,5,0,3.7,6,1.5,1,8,3,0,1.3,3,0,14,11,1.6,8,17,1,2,0,9,6,8,33,5,13,1,1,49,49,0,2,4,12,2,0,16,0,1,4,2,0,0,4,0,3,6,0,5,16,0,4,7,0,0,3
19810415,21,0,4.4,2,0,0,0,5,2,21,9.7,11.3,13.7,20,9,12,0,20.6,25,0,18,8,0,4,18,12,26,7,21,0,0,97,7,7,7,7,0,0,6,17,44,25,55,26,51,2,12,1.3,7,6,2,6,16,0,2,0,20,1,0,0,4,0,0,0
19810416,4,0,11.6,0,2.5,2,5,0,21,4,0,0,0,0,0,0,21.6,0.7,13,0,19,35,0,2,6,7,16,14,4,36,0,4,13,17,7,7,1,1,6,46,22,29,42,10,14,7,0,7.5,19.3,13,5,4,29,1,4,0,24,8,3,0,2,1,1,1
19810417,23,0,0.3,0,1.7,0,0,8,18,9,0,5.6,3.7,23,21.5,16,0,23.4,14,40,10.2,21,39.6,26,37,7,22,28,23,42,69,1,22,0,0,0,3,3,15,30,15,11,24,0,26,2,29,14.5,33.7,35,35,2,13,0,3,14,7,25,15,0,2,11,16,7
19810418,2,12,2.4,12,10.9,2,3,0,12,10,0,0,2.8,0,5,4,1.9,0,0,16,30.5,16,19,7,8,7,0,9,2,0,36,0,4,10,10,10,24,24,10,2,15,4,5,27,0,10,0,1,1.6,2,0,1,8,2,0,6.2,7,15,23,39,15,22,29,12
19810419,25,12,28.3,0,10.8,0,0,0,0,0,0,4.5,4.3,11,0,0,13.6,11.5,12,0,6.2,9,0,22,21,11,7,0,25,18,0,21,8,0,0,0,1,1,0,9,14,9,6,0,24,8,0,11.7,15.6,7,4,3,11,2,0,0,0,0,3,0,0,1,3,1
19810420,16,0,0,4,0,9,11,12,4,0,20,5.2,10.6,3,3.5,0,0,3.6,3,0,39.7,33,0,16,5,0,12,7,16,14,0,14,4,46,25,25,0,0,0,18,1,31,2,10,0,3,16,13.6,8.3,8,14,0,4,5,9,0,0,0,0,3,2,0,0,1
19810421,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,2.8,0,0,15.5,9,0,0,0,16,0,15,0,0,0,0,0,0,0,0,6,6,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19810422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810423,0,0,0,0,0,0,1,0,0,6,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19810424,0,0,0,1,4,8,10,0,0,0,0,0,2.9,4,0,2,0,4.4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,2,15,7,16,0,18,4,3,0.9,3.6,3,3,14,11,5,3,0,5,25,0,0,3,0,0,1
19810425,19,14,25.6,35,9,7,7,4,0,13,10,0,4.1,8,8,5,9.9,8.4,14,8,0,1,8.7,12,13,1,13,27,19,7,0,27,20,93,73,73,38,38,22,23,3,35,32,0,0,0,23,19.1,1.2,3,9,10,0,0,0,8.4,10,22,8,0,0,10,12,5
19810426,3,11,24.3,14,7.1,0,2,16,25,27,11.5,0,1,1,2.3,4,20.2,1.4,8,0,17,9,0,5,1,17,0,0,3,1,17,1,0,17,19,19,2,2,0,0,9,7,3,0,13,4,0,3,4.5,4,0,2,6,10,17,3.4,10,3,4,0,0,6,11,1
19810427,0,0,0,6,10.4,0,0,0,19,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,22,0,0,0,0,0,0,19,0,0,0,0,0,0,17,12,1,0,6
19810428,0,0,0.1,0,0,0,0,0,3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,13,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,2.1,15.9,12,7,0,0,2,2,0,0,5,0,0,0,0,0,0
19810429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810430,0,0,0,5,9.9,0,0,0,10,4,0,0,3.6,0,3,5,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,1,0,0,0,10,10,0,0,0,0,0,0,0,0,5,0,0.6,0,6,0,0,3,5,0,0,6,0,0,1,0,0,0
19810501,0,0,0,0,0,0,0,0,0,2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
19810502,0,0,1.3,3,0.2,0,1,0,0,0,0,0,0.2,0,0,0,7.1,0,3,0,0.6,0,0,0,1,1,0,0,0,0,2,0,1,4,8,8,0,0,0,0,3,0,1,4,6,6,0,3.5,2,1,0,6,7,0,0,13,3,2,12,1,2,12,12,12
19810503,22,26,6.6,27,29.1,0,0,3,10,5,0,16,13.3,6,0,1,0,6.4,4,9,0.2,2,6.6,22,17,2,0,6,22,10,7,0,23,4,10,10,8,8,9,9,4,0,14,6,0,0,0,10.6,3.3,0,0,2,0,0,4,2.7,4,5,3,28,24,0,0,5
19810504,4,0,0,0,0,43,18,2,0,13,4.3,1.6,0.1,3,12.3,10,0,3.7,0,4,14.4,11,4.2,3,0,7,1,2,4,6,10,0,3,0,0,0,0,0,0,6,16,6,15,7,11,9,3,4.5,4.4,4,5,15,14,12,10,2.1,4,0,2,5,11,3,2,4
19810505,5,0,0.5,0,0.3,1,0,0,19,2,0,0,3.1,0,0,1,19.5,0,4,3,0,5,3.7,0,15,2,18,43,5,10,8,31,17,0,0,0,0,0,44,17,0,0,8,8,0,26,29,32.5,22.5,22,26,18,11,14,6,0,0,0,0,5,11,0,0,9
19810506,28,11,28.2,8,8.4,5,10,7,3,8,10,0,4.1,1,1.4,3,4.4,1.7,3,2,0,0,2.3,16,0,4,5,0,28,0,7,18,25,17,13,13,3,3,0,0,6,11,10,1,10,14,6,8.8,9.9,6,5,9,14,25,28,0,0,7,0,17,16,2,1,5
19810507,0,0,18.7,6,0,0,2,25,0,12,42,26.6,12.7,30,6.3,0,8.8,30,17,11,18.9,10,12.2,0,0,12,13,5,0,0,0,7,3,9,13,13,0,0,8,11,10,0,21,0,0,2,12,9.1,1,1,4,1,10,0,3,0,7,6,0,0,7,0,0,0
19810508,0,0,0.9,0,0,17,11,27,0,15,41,18.5,7.6,0,0,0,0,0,0,0,8.8,3,0,0,13,16,0,0,0,0,0,0,1,1,0,0,24,24,0,0,4,3,0,14,8,10,0,4.4,1.5,1,0,3,7,0,0,0,0,9,0,0,0,0,0,0
19810509,0,3,4.2,0,0.8,28,49,32,0,27,64,56,65.9,27,54.1,39,22,27.3,25,7,5.8,10,8,0,9,17,1,0,0,9,6,16,0,0,0,0,0,0,3,18,9,19,11,7,7,3,0,5.2,1.7,0,0,10,8,5,8,19.5,11,33,13,3,6,10,9,13
19810510,0,0,9,6,0.1,7,0,6,0,42,3.8,30.9,20,4,9.4,22,10.6,4.3,6,9,0,1,10,0,12,40,13,0,0,6,11,9,25,10,14,14,1,1,0,2,0,0,0,4,0,0,0,0,28,28,17,0,0,6,11,0,0,0,0,10,8,1,0,2
19810511,23,8,2.7,10,5.1,26,7,0,6,8,6.8,8,38.3,3,8,20,27.5,3.3,4,2,14.4,5,4.5,17,2,4,0,0,23,0,4,7,34,20,13,13,22,22,5,5,17,20,7,12,19,10,0,2,21.4,21,11,13,8,10,4,0.4,7,17,4,0,4,4,5,5
19810512,31,0,1.5,0,2.7,0,1,0,0,13,0,12.6,5.4,0,6.8,9,2.5,0.8,0,0,0,0,0,26,15,17,11,0,31,0,2,2,25,0,0,0,5,5,0,0,5,1,4,14,3,9,7,16.2,3.9,0,0,28,10,10,3,0,0,3,0,6,12,0,0,6
19810513,0,6,11.4,9,5.5,0,5,10,2,10,7.1,15.7,6.9,24,6.3,5,11.6,24.1,15,25,8.2,4,20.7,0,15,14,4,5,0,0,1,7,1,7,11,11,0,0,4,1,12,7,3,11,11,11,4,0.2,8.9,10,8,4,9,6,2,32,0,4,34,18,7,29,24,32
19810514,9,2,11.6,0,2,11,3,15,16,8,7.9,9.7,1.9,2,1,0,9.2,2,0,4,12.6,4,5,9,0,12,5,1,9,0,1,0,2,11,2,2,7,7,0,0,5,18,9,0,3,4,0,2.7,27.5,26,17,5,9,0,0,11.5,12,9,11,47,56,12,10,22
19810515,0,0,0,0,0,0,4,0,0,20,0,0,21.2,0,1.4,18,0,0,0,29,0,2,24.9,0,17,16,0,4,0,8,9,10,10,0,0,0,1,1,30,17,26,30,18,26,36,28,0,28.8,18.4,6,1,43,25,32,25,0,0,0,0,0,1,0,0,0
19810516,2,1,9.1,0,0,60,29,4,37,24,15,0,72.4,52,15.9,50,62.3,52.6,49,0,0.6,1,0,0,3,7,0,0,2,2,3,18,4,12,1,1,56,56,0,4,19,5,32,6,15,21,0,0.3,1.3,0,0,6,31,9,2,0,0,18,0,0,0,0,0,0
19810517,3,0,0.4,0,0,0,0,0,0,5,0.1,20,0.2,0,0,0,0,0.4,0,1,17,14,3.1,1,0,8,0,9,3,6,1,17,0,0,0,0,0,0,9,13,0,0,5,0,0,9,0,3,3,1,1,2,8,2,0,0,5,19,0,0,0,0,0,0
19810518,17,0,0.2,0,0.5,0,1,0,23,0,0,1.7,0.2,0,0,0,0,0,0,0,32.6,13,0,24,0,7,18,7,17,0,0,0,1,7,3,3,5,5,1,1,3,3,1,1,1,2,18,5.2,8.3,13,13,0,3,1,1,3.1,0,2,5,3,3,4,3,7
19810519,0,0,0.4,0,0,0,0,0,0,0,0,0,0.1,4,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,3,3,0,0,1,0,1,1,1,0,5,3.5,3.6,2,4,1,0,0,2,0,0,0,0,0,1,0,0,0
19810520,0,0,0.1,0,0,5,1,0,15,0,0,0,0,0,0,0,5.7,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810524,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810525,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
