ID, Muhanda/Rubaya ,Gitega, Butamwa , Kabuye SW ,KIGALIAERO, Busasamana-Nyanza , Rurangazi , Kigoma , Simbi , Buruhukiro , Cyanika ku ishuri ,GIKONGOROMET, Kigeme ku ishuri , Gatare , Kaduha Sector , Mushubi Paroisse , Gitwe ,Byimana, Mwendo , Kivumu , Kibangu , Nyabinoni , Nyamabuye , Rugendabari , Kayenzi ,Twumba , Rwankeri , Rugera , Gatumba ,Muramba , Kabaya ,Nyange , Sovu ,Cyinzuzi,Rutongo,Mugambazi,Rutongo.1,Rusiga,Cyabingo,Janja,Minazi,Muyongwe,Nembaparoisse,Ruli,Rushashi,Remera,BusogoISAE,RhengeriAero,Kinigi,NyangeKabeza,Shingiro,Butaro,Kagogo,Ntaruka,Kinoni,Ruhunde,Rwesero,ByumbaMet, Rwamagana , Musha , Gasange , Gahini  , Mukarange ,KAWANGIRE
19990213,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,1.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990214,6.0,0.0,0.0,0.0,3.1,0.0,49.0,27.0,15.0,7.0,17.0,0.0,11.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,37.0,13.0,0.0,16.0,6.0,16.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,39.0,0.0,0.0,6.0,6.0,0.0,5.0,4.0,4.0,0.0,7.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,20.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990225,8.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,5.0,9.0,9.0,1.6,8.0,0.0,4.0,5.0,0.0,0.0,0.0,16.0,13.0,6.0,13.0,7.0,8.0,17.0,4.0,11.0,8.0,15.0,5.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,14.0,9.0,16.0,16.0,4.0,11.0,1.0,17.0,1.0,11.0,11.0,18.0,0.0,4.0,0.0,0.0,6.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
19990226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,4.0,7.0,10.0,8.0,7.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990227,17.0,44.0,33.0,56.0,0.3,19.0,49.0,54.0,34.0,3.0,18.0,2.7,18.0,49.0,29.0,6.0,36.0,49.0,43.0,38.0,37.0,39.0,40.0,27.0,29.0,10.0,21.0,26.0,17.0,21.0,11.0,26.0,18.0,52.0,65.0,65.0,22.0,22.0,68.0,44.0,24.0,29.0,22.0,29.0,24.0,25.0,11.0,19.0,16.0,15.0,15.0,14.0,21.0,26.0,31.0,31.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
19990228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,5.0,3.0,2.0,3.0,4.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990301,0.0,2.0,0.0,5.0,3.3,9.0,21.0,16.0,28.0,10.0,11.0,5.9,10.0,11.0,12.0,8.0,23.0,11.0,22.0,8.0,12.0,0.0,38.0,4.0,0.0,9.0,3.0,4.0,0.0,0.0,3.0,9.0,5.0,11.0,23.0,23.0,0.0,0.0,6.0,0.0,2.0,5.0,5.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,7.0,4.0,4.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990302,0.0,2.0,3.0,3.0,10.2,9.0,7.0,22.0,9.0,11.0,13.0,2.5,8.0,1.0,10.0,11.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,6.0,10.0,9.0,7.0,7.0,25.0,16.0,10.0,12.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
19990303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990304,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19990305,2.0,2.0,4.0,2.0,1.3,2.0,6.0,3.0,6.0,3.0,2.0,30.2,2.0,6.0,2.0,2.0,7.0,6.0,5.0,4.0,0.0,0.0,12.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19990306,2.0,7.0,7.0,8.0,5.7,2.0,1.0,6.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,3.0,0.0,1.0,0.0,4.0,15.0,4.0,0.0,7.0,12.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,19.0,17.0,17.0,2.0,2.0,2.0,10.0,6.0,8.0,1.0,11.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,11.0,19.0,2.0,25.0,31.0,29.0,28.0,26.0,26.0
19990307,14.0,5.0,1.0,2.0,2.0,4.0,0.0,15.0,3.0,8.0,5.0,16.5,9.0,1.0,7.0,9.0,0.0,1.0,0.0,5.0,28.0,26.0,0.0,18.0,12.0,12.0,20.0,19.0,14.0,21.0,18.0,7.0,21.0,8.0,17.0,17.0,14.0,14.0,13.0,25.0,14.0,22.0,11.0,10.0,10.0,21.0,27.0,22.0,21.0,20.0,21.0,10.0,8.0,12.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
19990308,16.0,0.0,0.0,0.0,13.4,1.0,0.0,6.0,1.0,15.0,5.0,0.2,12.0,1.0,12.0,14.0,0.0,1.0,0.0,0.0,17.0,27.0,0.0,17.0,0.0,18.0,13.0,12.0,16.0,28.0,8.0,6.0,18.0,7.0,0.0,0.0,6.0,6.0,9.0,23.0,11.0,11.0,20.0,6.0,10.0,26.0,9.0,7.0,13.0,10.0,10.0,19.0,19.0,17.0,9.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
19990309,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,13.0,6.0,8.0,25.0,8.0,3.0,11.0,7.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19990310,12.0,20.0,10.0,18.0,59.3,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,11.0,8.0,0.0,16.0,5.0,9.0,0.0,5.0,11.0,12.0,0.0,8.0,5.0,5.0,12.0,0.0,6.0,8.0,0.0,0.0,9.0,9.0,12.0,12.0,8.0,0.0,5.0,10.0,17.0,19.0,25.0,3.0,5.0,3.0,7.0,5.0,4.0,8.0,9.0,9.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
19990311,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,5.0,7.0,7.0,5.0,5.0,6.0,10.0,4.0,8.0,6.0,4.0,6.0,12.0,4.0,3.0,5.0,3.0,3.0,12.0,10.0,8.0,2.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0
19990312,20.0,7.0,6.0,14.0,0.0,3.0,5.0,10.0,6.0,7.0,7.0,1.2,7.0,5.0,10.0,6.0,0.0,5.0,0.0,12.0,16.0,9.0,13.0,26.0,6.0,10.0,10.0,9.0,20.0,11.0,7.0,11.0,15.0,7.0,18.0,18.0,8.0,8.0,11.0,13.0,10.0,24.0,11.0,11.0,11.0,21.0,10.0,12.0,16.0,12.0,12.0,37.0,23.0,16.0,16.0,16.0,26.0,10.0,22.0,21.0,33.0,29.0,29.0,27.0
19990313,15.0,0.0,0.0,1.0,0.0,8.0,15.0,18.0,14.0,10.0,15.0,0.0,15.0,11.0,18.0,10.0,10.0,11.0,15.0,12.0,10.0,5.0,6.0,18.0,0.0,11.0,4.0,7.0,15.0,1.0,8.0,7.0,10.0,7.0,0.0,0.0,7.0,7.0,13.0,13.0,8.0,8.0,11.0,5.0,20.0,22.0,11.0,9.0,13.0,9.0,9.0,33.0,23.0,13.0,8.0,11.0,6.0,9.0,0.0,0.0,4.0,4.0,0.0,2.0
19990314,37.0,18.0,25.0,13.0,12.7,19.0,28.0,31.0,28.0,20.0,22.0,26.7,18.0,17.0,26.0,24.0,36.0,17.0,29.0,44.0,29.0,26.0,42.0,54.0,14.0,24.0,25.0,31.0,37.0,31.0,24.0,31.0,35.0,7.0,9.0,9.0,19.0,19.0,39.0,21.0,18.0,31.0,29.0,18.0,36.0,49.0,25.0,20.0,26.0,19.0,19.0,61.0,47.0,31.0,20.0,13.0,0.0,21.0,4.0,0.0,0.0,6.0,6.0,0.0
19990315,14.0,11.0,5.0,6.0,1.2,2.0,0.0,0.0,0.0,5.0,0.0,3.4,0.0,6.0,7.0,6.0,0.0,6.0,0.0,17.0,7.0,8.0,0.0,25.0,0.0,9.0,3.0,7.0,14.0,6.0,10.0,13.0,9.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,3.0,9.0,6.0,11.0,12.0,12.0,7.0,10.0,19.0,15.0,14.0,16.0,12.0,9.0,4.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
19990316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,0.0,0.0,0.0,7.0,0.0,4.0,13.0,7.0,6.0,9.0,6.0,6.0,18.0,14.0,9.0,4.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
19990317,1.0,1.0,0.0,4.0,0.0,1.0,1.0,7.0,0.0,5.0,4.0,21.0,4.0,1.0,2.0,4.0,0.0,1.0,0.0,9.0,2.0,18.0,0.0,2.0,0.0,4.0,7.0,10.0,1.0,8.0,8.0,6.0,1.0,32.0,0.0,0.0,7.0,7.0,8.0,18.0,21.0,33.0,9.0,12.0,15.0,9.0,9.0,7.0,11.0,12.0,11.0,11.0,17.0,4.0,1.0,5.0,0.0,7.0,13.0,11.0,15.0,17.0,17.0,17.0
19990318,19.0,13.0,11.0,21.0,0.0,5.0,6.0,10.0,0.0,11.0,5.0,0.0,5.0,6.0,12.0,11.0,0.0,6.0,0.0,20.0,10.0,9.0,0.0,18.0,0.0,12.0,4.0,16.0,19.0,6.0,7.0,10.0,7.0,0.0,0.0,0.0,6.0,6.0,16.0,10.0,6.0,26.0,13.0,13.0,13.0,21.0,9.0,7.0,10.0,6.0,6.0,26.0,20.0,14.0,9.0,12.0,22.0,7.0,14.0,16.0,15.0,16.0,17.0,17.0
19990319,0.0,3.0,0.0,1.0,0.0,3.0,13.0,9.0,17.0,4.0,6.0,0.8,6.0,1.0,11.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,8.0,5.0,5.0,7.0,4.0,1.0,1.0,2.0,0.0,3.0,9.0,4.0,0.0,16.0,10.0,12.0
19990320,9.0,0.0,1.0,1.0,2.3,3.0,7.0,16.0,7.0,11.0,7.0,11.2,9.0,6.0,12.0,11.0,0.0,6.0,0.0,4.0,7.0,8.0,0.0,8.0,10.0,13.0,7.0,7.0,9.0,14.0,7.0,5.0,10.0,8.0,22.0,22.0,1.0,1.0,6.0,13.0,4.0,8.0,3.0,5.0,7.0,4.0,6.0,3.0,7.0,7.0,7.0,5.0,8.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19990321,1.0,0.0,0.0,1.0,15.4,0.0,0.0,0.0,0.0,2.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,0.0,2.0,0.0,11.0,11.0,1.0,1.0,2.0,7.0,4.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,6.0,6.0,6.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19990322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990323,7.0,0.0,0.0,1.0,0.0,6.0,12.0,11.0,7.0,7.0,8.0,21.3,6.0,11.0,16.0,9.0,15.0,11.0,13.0,0.0,5.0,11.0,0.0,2.0,4.0,11.0,4.0,6.0,7.0,9.0,4.0,9.0,10.0,7.0,0.0,0.0,0.0,0.0,2.0,6.0,9.0,8.0,5.0,8.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990324,6.0,10.0,9.0,3.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,7.5,0.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,5.0,2.0,3.0,5.0,0.0,6.0,4.0,1.0,6.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19990325,9.0,16.0,13.0,16.0,9.0,11.0,17.0,20.0,25.0,8.0,11.0,9.2,13.0,11.0,15.0,8.0,12.0,11.0,15.0,7.0,11.0,10.0,16.0,9.0,3.0,8.0,6.0,8.0,9.0,9.0,6.0,7.0,9.0,0.0,0.0,0.0,9.0,9.0,5.0,12.0,12.0,14.0,8.0,13.0,9.0,7.0,10.0,7.0,9.0,9.0,9.0,8.0,7.0,6.0,6.0,6.0,15.0,10.0,21.0,10.0,10.0,29.0,22.0,20.0
19990326,22.0,22.0,17.0,24.0,18.2,11.0,21.0,16.0,17.0,15.0,12.0,45.5,13.0,19.0,22.0,18.0,16.0,19.0,19.0,15.0,24.0,28.0,23.0,30.0,19.0,19.0,14.0,18.0,22.0,25.0,18.0,23.0,27.0,38.0,55.0,55.0,23.0,23.0,16.0,28.0,20.0,25.0,24.0,23.0,18.0,23.0,14.0,14.0,23.0,19.0,20.0,39.0,27.0,23.0,22.0,26.0,42.0,16.0,27.0,34.0,30.0,19.0,22.0,23.0
19990327,0.0,0.0,0.0,0.0,2.7,2.0,5.0,0.0,0.0,3.0,0.0,13.7,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,9.0,7.0,8.0,8.0,8.0,5.0,7.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
19990328,5.0,3.0,2.0,3.0,0.0,4.0,1.0,9.0,5.0,1.0,4.0,0.8,4.0,0.0,6.0,3.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,7.0,0.0,3.0,2.0,3.0,5.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,12.0,5.0,3.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
19990329,12.0,3.0,9.0,6.0,47.3,10.0,18.0,17.0,22.0,7.0,12.0,18.7,11.0,17.0,15.0,8.0,12.0,17.0,9.0,12.0,10.0,3.0,7.0,12.0,3.0,9.0,7.0,7.0,12.0,4.0,7.0,9.0,9.0,0.0,6.0,6.0,2.0,2.0,6.0,7.0,2.0,7.0,7.0,8.0,3.0,7.0,5.0,7.0,9.0,8.0,7.0,8.0,7.0,6.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
19990330,0.0,7.0,5.0,6.0,7.4,2.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,0.0,5.0,0.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0
19990331,0.0,0.0,0.0,0.0,0.8,2.0,2.0,5.0,6.0,6.0,3.0,9.3,5.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,0.0,4.0,0.0,2.0,4.0,3.0,3.0,5.0,5.0,6.0,2.0,6.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19990401,7.0,11.0,10.0,18.0,35.1,17.0,9.0,5.0,9.0,5.0,8.0,2.3,6.0,9.0,12.0,6.0,4.0,9.0,4.0,9.0,8.0,7.0,11.0,6.0,11.0,8.0,6.0,6.0,7.0,6.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,6.0,3.0,10.0,9.0,9.0,9.0,10.0,9.0,7.0,5.0,6.0,7.0,7.0,5.0,10.0,6.0,3.0,6.0,9.0,8.0,12.0,11.0,9.0,11.0,9.0,8.0
19990402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19990403,16.0,10.0,7.0,23.0,0.5,20.0,12.0,10.0,19.0,13.0,12.0,8.5,15.0,12.0,17.0,17.0,4.0,12.0,8.0,12.0,19.0,20.0,15.0,14.0,15.0,12.0,13.0,16.0,16.0,18.0,16.0,14.0,24.0,11.0,13.0,13.0,15.0,15.0,15.0,21.0,13.0,13.0,15.0,12.0,15.0,15.0,15.0,15.0,17.0,16.0,19.0,8.0,14.0,10.0,7.0,10.0,9.0,6.0,7.0,11.0,5.0,3.0,3.0,0.0
19990404,2.0,7.0,9.0,19.0,1.9,20.0,9.0,8.0,15.0,10.0,8.0,6.4,8.0,9.0,9.0,8.0,0.0,9.0,2.0,9.0,4.0,7.0,5.0,2.0,9.0,8.0,4.0,6.0,2.0,6.0,5.0,7.0,1.0,11.0,14.0,14.0,14.0,14.0,9.0,6.0,5.0,12.0,10.0,7.0,9.0,11.0,6.0,10.0,11.0,10.0,11.0,9.0,12.0,8.0,5.0,9.0,9.0,6.0,0.0,11.0,6.0,0.0,0.0,0.0
19990405,8.0,2.0,0.0,4.0,13.1,3.0,3.0,0.0,1.0,6.0,3.0,1.7,4.0,4.0,8.0,6.0,5.0,4.0,5.0,4.0,8.0,9.0,7.0,8.0,7.0,5.0,5.0,5.0,8.0,7.0,6.0,6.0,9.0,5.0,3.0,3.0,3.0,3.0,5.0,11.0,5.0,6.0,3.0,4.0,6.0,4.0,6.0,4.0,6.0,5.0,6.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
